"ParentID","CurveName","Ordinal","vA","vB","vE"
78530,"EI",30,0.12,28.20,2.00
78530,"LI",60,2.18,5.61,1.00
78530,"MI",10,0.11,0.05,0.02
78530,"NI",40,0.17,8.93,2.09
78530,"SI",50,0.03,0.26,1.29
78530,"VI",20,0.49,19.61,2.00
78551,"EI",30,0.12,28.20,2.00
78551,"LI",60,2.18,5.61,1.00
78551,"MI",10,0.11,0.05,0.02
78551,"NI",40,0.17,8.93,2.09
78551,"SI",50,0.03,0.26,1.29
78551,"VI",20,0.49,19.61,2.00
78572,"EI",30,0.12,28.20,2.00
78572,"LI",60,2.18,5.61,1.00
78572,"MI",10,0.11,0.05,0.02
78572,"NI",40,0.17,8.93,2.09
78572,"SI",50,0.03,0.26,1.29
78572,"VI",20,0.49,19.61,2.00
78722,"ANSI-E Inv",40,0.12,28.20,2.00
78722,"ANSI-M Inv",10,0.11,0.05,0.02
78722,"ANSI-N Inv",20,0.01,8.6e-03,0.02
78722,"ANSI-V Inv",30,0.49,19.61,2.00
78726,"ANSI-E Inv",40,0.12,28.20,2.00
78726,"ANSI-M Inv",10,0.11,0.05,0.02
78726,"ANSI-N Inv",20,0.01,8.6e-03,0.02
78726,"ANSI-V Inv",30,0.49,19.61,2.00
78930,"ANSI – Ext Inv",40,0.12,28.20,2.00
78930,"ANSI – Mod Inv",10,0.11,0.05,0.02
78930,"ANSI – Norm Inv",20,0.01,8.6e-03,0.02
78930,"ANSI – Very Inv",30,0.49,19.61,2.00
78935,"ANSI – Ext Inv",40,0.12,28.20,2.00
78935,"ANSI – Mod Inv",10,0.11,0.05,0.02
78935,"ANSI – Norm Inv",20,0.01,8.6e-03,0.02
78935,"ANSI – Very Inv",30,0.49,19.61,2.00
78945,"ANSI – Ext Inv",40,0.12,28.20,2.00
78945,"ANSI – Mod Inv",10,0.11,0.05,0.02
78945,"ANSI – Norm Inv",20,0.01,8.6e-03,0.02
78945,"ANSI – Very Inv",30,0.49,19.61,2.00
78965,"ANSI – Ext Inv",40,0.12,28.20,2.00
78965,"ANSI – Mod Inv",10,0.11,0.05,0.02
78965,"ANSI – Norm Inv",20,0.01,8.6e-03,0.02
78965,"ANSI – Very Inv",30,0.49,19.61,2.00
79010,"U1, US Mod Inv",10,0.02,0.01,0.02
79010,"U2, US Inv",20,0.18,5.95,2.00
79010,"U3, US V Inv",30,0.09,3.88,2.00
79010,"U4, US Ext Inv",40,0.03,5.67,2.00
79010,"U5, US S Inv",50,2.62e-03,3.42e-03,0.02
79012,"C1, IEC Std Inv",10,0.00,0.14,0.02
79012,"C2, IEC V Inv",20,0.00,13.50,1.00
79012,"C3, IEC Ext Inv",30,0.00,80.00,2.00
79012,"C4, IEC L Inv",40,0.00,120.00,1.00
79012,"C5, IEC S Inv",50,0.00,0.05,0.04
79023,"U1, US Mod Inv",10,0.02,0.01,0.02
79023,"U2, US Inv",20,0.18,5.95,2.00
79023,"U3, US V Inv",30,0.09,3.88,2.00
79023,"U4, US Ext Inv",40,0.03,5.67,2.00
79023,"U5, US S Inv",50,2.62e-03,3.42e-03,0.02
79030,"C1, IEC Std Inv",10,0.00,0.14,0.02
79030,"C2, IEC V Inv",20,0.00,13.50,1.00
79030,"C3, IEC Ext Inv",30,0.00,80.00,2.00
79030,"C4, IEC L Inv",40,0.00,120.00,1.00
79030,"C5, IEC S Inv",50,0.00,0.05,0.04
79037,"U1, US Mod Inv",10,0.02,0.01,0.02
79037,"U2, US Inv",20,0.18,5.95,2.00
79037,"U3, US V Inv",30,0.09,3.88,2.00
79037,"U4, US Ext Inv",40,0.03,5.67,2.00
79037,"U5, US S Inv",50,2.62e-03,3.42e-03,0.02
79044,"C1, IEC Std Inv",10,0.00,0.14,0.02
79044,"C2, IEC V Inv",20,0.00,13.50,1.00
79044,"C3, IEC Ext Inv",30,0.00,80.00,2.00
79044,"C4, IEC L Inv",40,0.00,120.00,1.00
79044,"C5, IEC S Inv",50,0.00,0.05,0.04
79115,"CO2",50,0.01,0.02,0.02
79115,"CO8",60,0.18,5.95,2.00
79115,"EI",30,0.12,28.20,2.00
79115,"MI",10,0.11,0.05,0.02
79115,"RECT",40,0.00,45900.00,5.60
79115,"VI",20,0.49,19.61,2.00
79135,"CO2",50,0.01,0.02,0.02
79135,"CO8",60,0.18,5.95,2.00
79135,"EI",30,0.12,28.20,2.00
79135,"MI",10,0.11,0.05,0.02
79135,"RECT",40,0.00,45900.00,5.60
79135,"VI",20,0.49,19.61,2.00
79142,"CO2",50,0.01,0.02,0.02
79142,"CO8",60,0.18,5.95,2.00
79142,"EI",30,0.12,28.20,2.00
79142,"MI",10,0.11,0.05,0.02
79142,"RECT",40,0.00,45900.00,5.60
79142,"VI",20,0.49,19.61,2.00
79149,"CO2",50,0.01,0.02,0.02
79149,"CO8",60,0.18,5.95,2.00
79149,"EI",30,0.12,28.20,2.00
79149,"MI",10,0.11,0.05,0.02
79149,"RECT",40,0.00,45900.00,5.60
79149,"VI",20,0.49,19.61,2.00
79188,"ANSI EI",10,0.02,6.40,2.00
79188,"ANSI I",30,0.01,8.6e-03,0.02
79188,"ANSI LTEI",60,0.25,64.07,2.00
79188,"ANSI LTI",80,0.18,0.08,0.02
79188,"ANSI LTVI",70,0.71,28.55,2.00
79188,"ANSI STEI",50,5.0e-03,1.28,2.00
79188,"ANSI STI",40,3.7e-03,1.72e-03,0.02
79188,"ANSI VI",20,0.07,2.85,2.00
79527,"EI",30,0.02,5.64,2.00
79527,"MI",10,0.02,0.01,0.02
79527,"VI",20,0.09,3.92,2.00
79553,"EI",30,0.02,5.64,2.00
79553,"MI",10,0.02,0.01,0.02
79553,"VI",20,0.09,3.92,2.00
80770,"C1, IEC Standard Inv",10,0.00,0.14,0.02
80770,"C2, Very Inverse",20,0.00,13.50,1.00
80770,"C3, Extremely Inverse",30,0.00,80.00,2.00
80770,"C5",40,0.00,0.05,0.04
80772,"U2, US Inverse",10,0.18,5.95,2.00
80772,"U3, US Very Inverse",20,0.09,3.88,2.00
80772,"U4, US Extremely Inv.",30,0.03,5.67,2.00
80772,"U5",40,2.62e-03,3.42e-03,0.02
80835,"CO2",40,0.01,0.02,0.02
80835,"CO8",50,0.18,5.95,2.00
80835,"EI",30,0.12,28.20,2.00
80835,"MI",10,0.11,0.05,0.02
80835,"VI",20,0.49,19.61,2.00
80859,"CO2",40,0.01,0.02,0.02
80859,"CO8",50,0.18,5.95,2.00
80859,"EI",30,0.12,28.20,2.00
80859,"MI",10,0.11,0.05,0.02
80859,"VI",20,0.49,19.61,2.00
80884,"E Inv",30,0.02,5.64,2.00
80884,"M Inv",10,0.02,0.01,0.02
80884,"V Inv",20,0.09,3.92,2.00
80901,"E Inv",30,0.02,5.64,2.00
80901,"M Inv",10,0.02,0.01,0.02
80901,"V Inv",20,0.09,3.92,2.00
81138,"IEEE Ext Inv",10,0.12,28.20,2.00
81138,"IEEE Mod Inv",30,0.11,0.05,0.02
81138,"IEEE V Inv",20,0.49,19.61,2.00
81161,"IEEE Ext Inv",10,0.12,28.20,2.00
81161,"IEEE Mod Inv",30,0.11,0.05,0.02
81161,"IEEE V Inv",20,0.49,19.61,2.00
81195,"IEEE Ext Inv",10,0.12,28.20,2.00
81195,"IEEE Mod Inv",30,0.11,0.05,0.02
81195,"IEEE V Inv",20,0.49,19.61,2.00
81229,"IEEE Ext Inv",10,0.12,28.20,2.00
81229,"IEEE Mod Inv",30,0.11,0.05,0.02
81229,"IEEE V Inv",20,0.49,19.61,2.00
81264,"IEEE Ext Inv",10,0.12,28.20,2.00
81264,"IEEE Mod Inv",30,0.11,0.05,0.02
81264,"IEEE V Inv",20,0.49,19.61,2.00
81298,"IEEE Ext Inv",10,0.12,28.20,2.00
81298,"IEEE Mod Inv",30,0.11,0.05,0.02
81298,"IEEE V Inv",20,0.49,19.61,2.00
81423,"EI11",20,0.49,19.61,2.00
81423,"EI12",30,0.12,28.20,2.00
81423,"NI11",10,0.11,0.05,0.02
81423,"NI21",40,1.20,2.40,0.40
81423,"VI21",50,0.40,16.00,1.00
81445,"EI11",20,0.49,19.61,2.00
81445,"EI12",30,0.12,28.20,2.00
81445,"NI11",10,0.11,0.05,0.02
81445,"NI21",40,1.20,2.40,0.40
81445,"VI21",50,0.40,16.00,1.00
81781,"Ext Inv",30,0.12,28.20,2.00
81781,"Mod Inv",10,0.11,0.05,0.02
81781,"Very Inv",20,0.49,19.61,2.00
81783,"Ext Inv",30,0.12,28.20,2.00
81783,"Mod Inv",10,0.11,0.05,0.02
81783,"Very Inv",20,0.49,19.61,2.00
81785,"Ext Inv",30,0.12,28.20,2.00
81785,"Mod Inv",10,0.11,0.05,0.02
81785,"Very Inv",20,0.49,19.61,2.00
81787,"Ext Inv",30,0.12,28.20,2.00
81787,"Mod Inv",10,0.11,0.05,0.02
81787,"Very Inv",20,0.49,19.61,2.00
81813,"Ext Inv",40,0.03,5.67,2.00
81813,"Mod Inv",10,0.02,0.01,0.02
81813,"ST Inv",50,2.62e-03,3.42e-03,0.02
81813,"Std Inv",20,0.18,5.95,2.00
81813,"Very Inv",30,0.09,3.88,2.00
81815,"Ext Inv",40,0.03,5.67,2.00
81815,"Mod Inv",10,0.02,0.01,0.02
81815,"ST Inv",50,2.62e-03,3.42e-03,0.02
81815,"Std Inv",20,0.18,5.95,2.00
81815,"Very Inv",30,0.09,3.88,2.00
81817,"Ext Inv",40,0.03,5.67,2.00
81817,"Mod Inv",10,0.02,0.01,0.02
81817,"ST Inv",50,2.62e-03,3.42e-03,0.02
81817,"Std Inv",20,0.18,5.95,2.00
81817,"Very Inv",30,0.09,3.88,2.00
81819,"Ext Inv",40,0.03,5.67,2.00
81819,"Mod Inv",10,0.02,0.01,0.02
81819,"ST Inv",50,2.62e-03,3.42e-03,0.02
81819,"Std Inv",20,0.18,5.95,2.00
81819,"Very Inv",30,0.09,3.88,2.00
82110,"U1, US Moderately Inv",10,0.02,0.01,0.02
82110,"U2, US Inverse",20,0.18,5.95,2.00
82110,"U3, US Very Inverse",30,0.09,3.88,2.00
82110,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82110,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82112,"U1, US Moderately Inv",10,0.02,0.01,0.02
82112,"U2, US Inverse",20,0.18,5.95,2.00
82112,"U3, US Very Inverse",30,0.09,3.88,2.00
82112,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82112,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82114,"U1, US Moderately Inv",10,0.02,0.01,0.02
82114,"U2, US Inverse",20,0.18,5.95,2.00
82114,"U3, US Very Inverse",30,0.09,3.88,2.00
82114,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82114,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82116,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82116,"C2, Very Inverse",20,0.00,13.50,1.00
82116,"C3, Extremely Inverse",30,0.00,80.00,2.00
82116,"C4, Long Time Inv.",40,0.00,120.00,1.00
82116,"C5, Short-Time Inv",50,0.00,0.05,0.04
82118,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82118,"C2, Very Inverse",20,0.00,13.50,1.00
82118,"C3, Extremely Inverse",30,0.00,80.00,2.00
82118,"C4, Long Time Inv.",40,0.00,120.00,1.00
82118,"C5, Short-Time Inv",50,0.00,0.05,0.04
82120,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82120,"C2, Very Inverse",20,0.00,13.50,1.00
82120,"C3, Extremely Inverse",30,0.00,80.00,2.00
82120,"C4, Long Time Inv.",40,0.00,120.00,1.00
82120,"C5, Short-Time Inv",50,0.00,0.05,0.04
82122,"U1, US Moderately Inv",10,0.02,0.01,0.02
82122,"U2, US Inverse",20,0.18,5.95,2.00
82122,"U3, US Very Inverse",30,0.09,3.88,2.00
82122,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82122,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82124,"U1, US Moderately Inv",10,0.02,0.01,0.02
82124,"U2, US Inverse",20,0.18,5.95,2.00
82124,"U3, US Very Inverse",30,0.09,3.88,2.00
82124,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82124,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82126,"U1, US Moderately Inv",10,0.02,0.01,0.02
82126,"U2, US Inverse",20,0.18,5.95,2.00
82126,"U3, US Very Inverse",30,0.09,3.88,2.00
82126,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82126,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82128,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82128,"C2, Very Inverse",20,0.00,13.50,1.00
82128,"C3, Extremely Inverse",30,0.00,80.00,2.00
82128,"C4, Long Time Inv.",40,0.00,120.00,1.00
82128,"C5, Short-Time Inv",50,0.00,0.05,0.04
82130,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82130,"C2, Very Inverse",20,0.00,13.50,1.00
82130,"C3, Extremely Inverse",30,0.00,80.00,2.00
82130,"C4, Long Time Inv.",40,0.00,120.00,1.00
82130,"C5, Short-Time Inv",50,0.00,0.05,0.04
82132,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82132,"C2, Very Inverse",20,0.00,13.50,1.00
82132,"C3, Extremely Inverse",30,0.00,80.00,2.00
82132,"C4, Long Time Inv.",40,0.00,120.00,1.00
82132,"C5, Short-Time Inv",50,0.00,0.05,0.04
82134,"U1, US Moderately Inv",10,0.02,0.01,0.02
82134,"U2, US Inverse",20,0.18,5.95,2.00
82134,"U3, US Very Inverse",30,0.09,3.88,2.00
82134,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82134,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82136,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82136,"C2, Very Inverse",20,0.00,13.50,1.00
82136,"C3, Extremely Inverse",30,0.00,80.00,2.00
82136,"C4, Long Time Inv.",40,0.00,120.00,1.00
82136,"C5, Short-Time Inv",50,0.00,0.05,0.04
82138,"U1, US Moderately Inv",10,0.02,0.01,0.02
82138,"U2, US Inverse",20,0.18,5.95,2.00
82138,"U3, US Very Inverse",30,0.09,3.88,2.00
82138,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82138,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82140,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82140,"C2, Very Inverse",20,0.00,13.50,1.00
82140,"C3, Extremely Inverse",30,0.00,80.00,2.00
82140,"C4, Long Time Inv.",40,0.00,120.00,1.00
82140,"C5, Short-Time Inv",50,0.00,0.05,0.04
82142,"U1, US Moderately Inv",10,0.02,0.01,0.02
82142,"U2, US Inverse",20,0.18,5.95,2.00
82142,"U3, US Very Inverse",30,0.09,3.88,2.00
82142,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82142,"U5, US Short-Time Inv.",50,2.62e-03,3.42e-03,0.02
82144,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82144,"C2, Very Inverse",20,0.00,13.50,1.00
82144,"C3, Extremely Inverse",30,0.00,80.00,2.00
82144,"C4, Long Time Inv.",40,0.00,120.00,1.00
82144,"C5, Short-Time Inv",50,0.00,0.05,0.04
82151,"D Inv",70,1.06,2.39,1.56
82151,"E Inv",60,0.12,28.20,2.00
82151,"Inv",10,0.89,44.67,2.09
82151,"L Inv",30,10.92,28.07,1.00
82151,"M Inv",40,0.11,0.05,0.02
82151,"S Inv",20,0.16,1.33,1.29
82151,"V Inv",50,0.49,19.61,2.00
82171,"D Inv",70,1.06,2.39,1.56
82171,"E Inv",60,0.12,28.20,2.00
82171,"Inv",10,0.89,44.67,2.09
82171,"L Inv",30,10.92,28.07,1.00
82171,"M Inv",40,0.11,0.05,0.02
82171,"S Inv",20,0.16,1.33,1.29
82171,"V Inv",50,0.49,19.61,2.00
82191,"D Inv",70,1.06,2.39,1.56
82191,"E Inv",60,0.12,28.20,2.00
82191,"Inv",10,0.89,44.67,2.09
82191,"L Inv",30,10.92,28.07,1.00
82191,"M Inv",40,0.11,0.05,0.02
82191,"S Inv",20,0.16,1.33,1.29
82191,"V Inv",50,0.49,19.61,2.00
82211,"D Inv",70,1.06,2.39,1.56
82211,"E Inv",60,0.12,28.20,2.00
82211,"Inv",10,0.89,44.67,2.09
82211,"L Inv",30,10.92,28.07,1.00
82211,"M Inv",40,0.11,0.05,0.02
82211,"S Inv",20,0.16,1.33,1.29
82211,"V Inv",50,0.49,19.61,2.00
82295,"D Inv",70,1.06,2.39,1.56
82295,"E Inv",60,0.12,28.20,2.00
82295,"Inv",10,0.89,44.67,2.09
82295,"L Inv",30,10.92,28.07,1.00
82295,"M Inv",40,0.11,0.05,0.02
82295,"S Inv",20,0.16,1.33,1.29
82295,"V Inv",50,0.49,19.61,2.00
82316,"D Inv",70,1.06,2.39,1.56
82316,"E Inv",60,0.12,28.20,2.00
82316,"Inv",10,0.89,44.67,2.09
82316,"L Inv",30,10.92,28.07,1.00
82316,"M Inv",40,0.11,0.05,0.02
82316,"S Inv",20,0.16,1.33,1.29
82316,"V Inv",50,0.49,19.61,2.00
82441,"CO2",40,0.01,0.23,0.02
82441,"CO8",50,0.18,5.95,2.00
82441,"EI",30,0.12,28.20,2.00
82441,"MI",10,0.11,0.05,0.02
82441,"VI",20,0.49,19.61,2.00
82463,"CO2",40,0.01,0.23,0.02
82463,"CO8",50,0.18,5.95,2.00
82463,"EI",30,0.12,28.20,2.00
82463,"MI",10,0.11,0.05,0.02
82463,"VI",20,0.49,19.61,2.00
82622,"C1, IEC Standard Inv",10,0.00,0.14,0.02
82622,"C2, Very Inverse",20,0.00,13.50,1.00
82622,"C3, Extremely Inverse",30,0.00,80.00,2.00
82622,"C4, Long Time Inv.",40,0.00,120.00,1.00
82788,"U1, US Moderately Inv",10,0.02,0.01,0.02
82788,"U2, US Inverse",20,0.18,5.95,2.00
82788,"U3, US Very Inverse",30,0.09,3.88,2.00
82788,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82788,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82790,"U1, US Moderately Inv",10,0.02,0.01,0.02
82790,"U2, US Inverse",20,0.18,5.95,2.00
82790,"U3, US Very Inverse",30,0.09,3.88,2.00
82790,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82790,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82792,"U1, US Moderately Inv",10,0.02,0.01,0.02
82792,"U2, US Inverse",20,0.18,5.95,2.00
82792,"U3, US Very Inverse",30,0.09,3.88,2.00
82792,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82792,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82794,"U1, US Moderately Inv",10,0.02,0.01,0.02
82794,"U2, US Inverse",20,0.18,5.95,2.00
82794,"U3, US Very Inverse",30,0.09,3.88,2.00
82794,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82794,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82796,"U1, US Moderately Inv",10,0.02,0.01,0.02
82796,"U2, US Inverse",20,0.18,5.95,2.00
82796,"U3, US Very Inverse",30,0.09,3.88,2.00
82796,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82796,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82798,"U1, US Moderately Inv",10,0.02,0.01,0.02
82798,"U2, US Inverse",20,0.18,5.95,2.00
82798,"U3, US Very Inverse",30,0.09,3.88,2.00
82798,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82798,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82800,"U1, US Moderately Inv",10,0.02,0.01,0.02
82800,"U2, US Inverse",20,0.18,5.95,2.00
82800,"U3, US Very Inverse",30,0.09,3.88,2.00
82800,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82800,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82802,"U1, US Moderately Inv",10,0.02,0.01,0.02
82802,"U2, US Inverse",20,0.18,5.95,2.00
82802,"U3, US Very Inverse",30,0.09,3.88,2.00
82802,"U4, US Extremely Inv.",40,0.03,5.67,2.00
82802,"U5, US Short Time Inve",50,2.62e-03,3.42e-03,0.02
82840,"D Inv",70,1.06,2.39,1.56
82840,"E Inv",60,0.12,28.20,2.00
82840,"Inv",10,0.89,44.67,2.09
82840,"L Inv",30,10.92,28.07,1.00
82840,"M Inv",40,0.11,0.05,0.02
82840,"S Inv",20,0.16,1.33,1.29
82840,"V Inv",50,0.49,19.61,2.00
82854,"D Inv",70,1.06,2.39,1.56
82854,"E Inv",60,0.12,28.20,2.00
82854,"Inv",10,0.89,44.67,2.09
82854,"L Inv",30,10.92,28.07,1.00
82854,"M Inv",40,0.11,0.05,0.02
82854,"S Inv",20,0.16,1.33,1.29
82854,"V Inv",50,0.49,19.61,2.00
82868,"D Inv",70,1.06,2.39,1.56
82868,"E Inv",60,0.12,28.20,2.00
82868,"Inv",10,0.89,44.67,2.09
82868,"L Inv",30,10.92,28.07,1.00
82868,"M Inv",40,0.11,0.05,0.02
82868,"S Inv",20,0.16,1.33,1.29
82868,"V Inv",50,0.49,19.61,2.00
82882,"D Inv",70,1.06,2.39,1.56
82882,"E Inv",60,0.12,28.20,2.00
82882,"Inv",10,0.89,44.67,2.09
82882,"L Inv",30,10.92,28.07,1.00
82882,"M Inv",40,0.11,0.05,0.02
82882,"S Inv",20,0.16,1.33,1.29
82882,"V Inv",50,0.49,19.61,2.00
82929,"EI",10,0.02,6.40,2.00
82929,"I",30,0.01,8.6e-03,0.02
82929,"LTEI",60,0.25,64.07,2.00
82929,"LTI",80,0.18,0.08,0.02
82929,"LTVI",70,0.71,28.55,2.00
82929,"STEI",50,5.0e-03,1.28,2.00
82929,"STI",40,3.7e-03,1.72e-03,0.02
82929,"VI",20,0.07,2.85,2.00
82934,"EI",10,0.02,6.40,2.00
82934,"I",30,0.01,8.6e-03,0.02
82934,"LTEI",60,0.25,64.07,2.00
82934,"LTI",80,0.18,0.08,0.02
82934,"LTVI",70,0.71,28.55,2.00
82934,"STEI",50,5.0e-03,1.28,2.00
82934,"STI",40,3.7e-03,1.72e-03,0.02
82934,"VI",20,0.07,2.85,2.00
83112,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
83112,"(10) IEC Very Inv",90,0.00,13.50,1.00
83112,"(11) IEC Inv",100,0.00,0.14,0.02
83112,"(12) IEC Ext Inv",110,0.00,80.00,2.00
83112,"(13) IEC ST Inv",120,0.00,0.05,0.04
83112,"(14) IEC LT Inv",130,0.00,120.00,1.00
83112,"(2) ANSI Very Inv",20,0.49,19.61,2.00
83112,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
83112,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
83112,"(6) LT Ext Inv",50,0.25,64.07,2.00
83112,"(7) LT Very Inv",60,0.71,28.55,2.00
83112,"(8) LT Inv",70,0.18,0.08,0.02
83112,"(9) IEC Normal Inv",80,0.00,0.14,0.02
83132,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
83132,"(10) IEC Very Inv",90,0.00,13.50,1.00
83132,"(11) IEC Inv",100,0.00,0.14,0.02
83132,"(12) IEC Ext Inv",110,0.00,80.00,2.00
83132,"(13) IEC ST Inv",120,0.00,0.05,0.04
83132,"(14) IEC LT Inv",130,0.00,120.00,1.00
83132,"(2) ANSI Very Inv",20,0.49,19.61,2.00
83132,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
83132,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
83132,"(6) LT Ext Inv",50,0.25,64.07,2.00
83132,"(7) LT Very Inv",60,0.71,28.55,2.00
83132,"(8) LT Inv",70,0.18,0.08,0.02
83132,"(9) IEC Normal Inv",80,0.00,0.14,0.02
83152,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
83152,"(10) IEC Very Inv",90,0.00,13.50,1.00
83152,"(11) IEC Inv",100,0.00,0.14,0.02
83152,"(12) IEC Ext Inv",110,0.00,80.00,2.00
83152,"(13) IEC ST Inv",120,0.00,0.05,0.04
83152,"(14) IEC LT Inv",130,0.00,120.00,1.00
83152,"(2) ANSI Very Inv",20,0.49,19.61,2.00
83152,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
83152,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
83152,"(6) LT Ext Inv",50,0.25,64.07,2.00
83152,"(7) LT Very Inv",60,0.71,28.55,2.00
83152,"(8) LT Inv",70,0.18,0.08,0.02
83152,"(9) IEC Normal Inv",80,0.00,0.14,0.02
83764,"IEC-A",40,0.00,0.14,0.02
83764,"IEC-B",50,0.00,13.50,1.00
83764,"IEC-C",60,0.00,80.00,2.00
83764,"IEC-D (LI)",70,0.00,120.00,1.00
83764,"IEC-E (SI)",80,0.00,0.05,0.04
83764,"IEEE EI",30,0.12,28.20,2.00
83764,"IEEE MI",10,0.11,0.05,0.02
83764,"IEEE VI",20,0.49,19.61,2.00
83764,"SEL-U1",90,0.02,0.01,0.02
83764,"SEL-U2",100,0.18,5.95,2.00
83764,"SEL-U3",110,0.96,3.88,2.00
83764,"SEL-U4",120,0.03,5.67,2.00
83764,"SEL-U5",130,2.62e-03,3.42e-03,0.02
83767,"IEC-A",40,0.00,0.14,0.02
83767,"IEC-B",50,0.00,13.50,1.00
83767,"IEC-C",60,0.00,80.00,2.00
83767,"IEC-D (LI)",70,0.00,120.00,1.00
83767,"IEC-E (SI)",80,0.00,0.05,0.04
83767,"IEEE EI",30,0.12,28.20,2.00
83767,"IEEE MI",10,0.11,0.05,0.02
83767,"IEEE VI",20,0.49,19.61,2.00
83767,"SEL-U1",90,0.02,0.01,0.02
83767,"SEL-U2",100,0.18,5.95,2.00
83767,"SEL-U3",110,0.96,3.88,2.00
83767,"SEL-U4",120,0.03,5.67,2.00
83767,"SEL-U5",130,2.62e-03,3.42e-03,0.02
83794,"ANSI-EI",30,0.12,28.20,2.00
83794,"ANSI-MI",10,0.11,0.05,0.02
83794,"ANSI-VI",20,0.49,19.61,2.00
83811,"ANSI-EI",30,0.12,28.20,2.00
83811,"ANSI-MI",10,0.11,0.05,0.02
83811,"ANSI-VI",20,0.49,19.61,2.00
83828,"ANSI-EI",30,0.12,28.20,2.00
83828,"ANSI-MI",10,0.11,0.05,0.02
83828,"ANSI-VI",20,0.49,19.61,2.00
83845,"ANSI-EI",30,0.12,28.20,2.00
83845,"ANSI-MI",10,0.11,0.05,0.02
83845,"ANSI-VI",20,0.49,19.61,2.00
83895,"Extremely Inverse",30,0.30,69.62,2.00
83895,"Moderately Inverse",10,0.09,0.04,0.02
83895,"Very Inverse",20,0.71,28.42,2.00
84009,"C1, Std Inv",10,0.00,0.14,0.02
84009,"C2, VI",20,0.00,13.50,1.00
84009,"C3, EI",30,0.00,80.00,2.00
84009,"C4, LI",40,0.00,120.00,1.00
84009,"C5, SI",50,0.00,0.05,0.04
84014,"U1, US MI",10,0.02,0.01,0.02
84014,"U2, US Inv",20,0.18,5.95,2.00
84014,"U3, US VI",30,0.09,3.88,2.00
84014,"U4, US EI",40,0.03,5.67,2.00
84014,"U5, US SI",50,2.62e-03,3.42e-03,0.02
84068,"C1, Std Inv",10,0.00,0.14,0.02
84068,"C2, VI",20,0.00,13.50,1.00
84068,"C3, EI",30,0.00,80.00,2.00
84068,"C4, LI",40,0.00,120.00,1.00
84068,"C5, SI",50,0.00,0.05,0.04
84073,"U1, US MI",10,0.02,0.01,0.02
84073,"U2, US Inv",20,0.18,5.95,2.00
84073,"U3, US VI",30,0.09,3.88,2.00
84073,"U4, US EI",40,0.03,5.67,2.00
84073,"U5, US SI",50,2.62e-03,3.42e-03,0.02
