"ParentID","CurveName","Ordinal","vK","vE","DTAfter","DTMinTime"
88225,"Short Inverse",40,0.05,0.04,,
88332,"Extremely Inverse",30,2.00,80.00,,
88332,"Inverse",10,0.02,0.14,,
88332,"User",40,1.00,2.60,,
88332,"Very Inverse",20,1.00,13.50,,
88350,"Extremely Inverse",30,2.00,80.00,,
88350,"Inverse",10,0.02,0.14,,
88350,"User",40,1.00,2.60,,
88350,"Very Inverse",20,1.00,13.50,,
88365,"Extremely Inverse",30,2.00,80.00,,
88365,"Inverse",10,0.02,0.14,,
88365,"User",40,1.00,2.60,,
88365,"Very Inverse",20,1.00,13.50,,
88708,"Extremely Inverse",30,5.82,2.00,,
88708,"Inverse",10,0.01,0.02,,
88708,"Very Inverse",20,1.35,1.00,,
89181,"Curve A NI",20,0.01,0.02,,
89181,"Curve B VI",30,1.35,1.00,,
89181,"Curve C EI",40,8.00,2.00,,
89181,"SI",10,5.0e-03,0.04,,
89183,"Curve A NI",20,0.01,0.02,,
89183,"Curve B VI",30,1.35,1.00,,
89183,"Curve C EI",40,8.00,2.00,,
89183,"SI",10,5.0e-03,0.04,,
89185,"Curve A NI",20,0.01,0.02,,
89185,"Curve B VI",30,1.35,1.00,,
89185,"Curve C EI",40,8.00,2.00,,
89185,"SI",10,5.0e-03,0.04,,
89200,"E Inv",30,80.00,2.00,20.00,
89200,"L Inv",40,120.00,1.00,20.00,
89200,"N Inv",10,0.14,0.02,20.00,
89200,"V Inv",20,13.50,1.00,20.00,
89221,"E Inv",30,80.00,2.00,20.00,
89221,"L Inv",40,120.00,1.00,20.00,
89221,"N Inv",10,0.14,0.02,20.00,
89221,"V Inv",20,13.50,1.00,20.00,
89242,"E Inv",30,80.00,2.00,20.00,
89242,"L Inv",40,120.00,1.00,20.00,
89242,"N Inv",10,0.14,0.02,20.00,
89242,"V Inv",20,13.50,1.00,20.00,
89263,"E Inv",30,80.00,2.00,20.00,
89263,"L Inv",40,120.00,1.00,20.00,
89263,"N Inv",10,0.14,0.02,20.00,
89263,"V Inv",20,13.50,1.00,20.00,
89343,"Ext Inv",30,80.00,2.00,,
89343,"N Inv",10,0.14,0.02,,
89343,"V Inv",20,13.50,1.00,,
89346,"Ext Inv",30,80.00,2.00,,
89346,"N Inv",10,0.14,0.02,,
89346,"V Inv",20,13.50,1.00,,
89417,"Extremely Inverse",30,80.00,2.00,,0.06
89417,"Long-time Inverse",40,120.00,1.00,,0.06
89417,"Normal Inverse",10,0.14,0.02,,0.06
89417,"Very Inverse",20,13.50,1.00,,0.06
89433,"EI",30,80.00,2.00,,
89433,"LTI",40,120.00,1.00,,
89433,"NI",20,0.14,0.02,,
89433,"STI",50,0.05,0.04,,
89433,"VI",10,13.50,1.00,,
89453,"EI",30,80.00,2.00,,
89453,"LTI",40,120.00,1.00,,
89453,"NI",20,0.14,0.02,,
89453,"STI",50,0.05,0.04,,
89453,"VI",10,13.50,1.00,,
89473,"EI",30,80.00,2.00,,
89473,"LTI",40,120.00,1.00,,
89473,"NI",20,0.14,0.02,,
89473,"STI",50,0.05,0.04,,
89473,"VI",10,13.50,1.00,,
89552,"Ext Inv",30,80.00,2.00,,
89552,"LT Inv",40,135.00,1.00,,
89552,"ST Inv",50,0.05,0.04,,
89552,"Std Inv",10,0.14,0.02,,
89552,"V Inv",20,13.50,1.00,,
89590,"Ext Inv",30,80.00,2.00,,
89590,"LT Inv",40,135.00,1.00,,
89590,"ST Inv",50,0.05,0.04,,
89590,"Std Inv",10,0.14,0.02,,
89590,"V Inv",20,13.50,1.00,,
89617,"Ext Inv",30,80.00,2.00,,
89617,"LT Inv",40,135.00,1.00,,
89617,"ST Inv",50,0.05,0.04,,
89617,"Std Inv",10,0.14,0.02,,
89617,"V Inv",20,13.50,1.00,,
89738,"IEC Short Inverse",40,0.05,0.04,,
89738,"IEC-A Normal  Inverse",10,0.14,0.02,,
89738,"IEC-B Very Inverse",20,13.50,1.00,,
89738,"IEC-C Extremely Inverse",30,80.00,2.00,,
89744,"IEC Short Inverse",40,0.05,0.04,,
89744,"IEC-A Normal  Inverse",10,0.14,0.02,,
89744,"IEC-B Very Inverse",20,13.50,1.00,,
89744,"IEC-C Extremely Inverse",30,80.00,2.00,,
89750,"IEC Short Inverse",40,0.05,0.04,,
89750,"IEC-A Normal  Inverse",10,0.14,0.02,,
89750,"IEC-B Very Inverse",20,13.50,1.00,,
89750,"IEC-C Extremely Inverse",30,80.00,2.00,,
89756,"IEC Short Inverse",40,0.05,0.04,,
89756,"IEC-A Normal  Inverse",10,0.14,0.02,,
89756,"IEC-B Very Inverse",20,13.50,1.00,,
89756,"IEC-C Extremely Inverse",30,80.00,2.00,,
90064,"C1, Standard Inverse",10,0.14,0.02,,
90064,"C2, Very Inverse",20,13.50,1.00,,
90064,"C3, Extremely Inverse",30,80.00,2.00,,
90064,"C4, Long-Time Inverse",40,120.00,1.00,,
90064,"C5, Short-Time Inverse",50,0.05,0.04,,
90097,"EI",10,80.00,2.00,,
90097,"I",30,0.14,0.02,,
90097,"LTI",40,120.00,1.00,,
90097,"VI",20,13.50,1.00,,
90117,"EI",10,80.00,2.00,,
90117,"I",30,0.14,0.02,,
90117,"LTI",40,120.00,1.00,,
90117,"VI",20,13.50,1.00,,
90143,"Normal Inverse",10,0.14,0.02,,
90149,"Normal Inv",10,0.14,0.02,,
90164,"Ext Inv",30,80.00,2.00,,
90164,"Normal Inv",10,0.14,0.02,,
90164,"very Inv",20,13.50,1.00,,
90172,"Ext Inv",30,80.00,2.00,,
90172,"Normal Inv",10,0.14,0.02,,
90172,"very Inv",20,13.50,1.00,,
90180,"Ext Inv",30,80.00,2.00,,
90180,"Normal Inv",10,0.14,0.02,,
90180,"very Inv",20,13.50,1.00,,
90409,"C1, Std Inv",10,0.14,0.02,,
90409,"C2, VI",20,13.50,1.00,,
90409,"C3, EI",30,80.00,2.00,,
90409,"C4, LI",40,120.00,1.00,,
90409,"C5, SI",50,0.05,0.04,,
90430,"C1, Std Inv",10,0.14,0.02,,
90430,"C2, VI",20,13.50,1.00,,
90430,"C3, EI",30,80.00,2.00,,
90430,"C4, LI",40,120.00,1.00,,
90430,"C5, SI",50,0.05,0.04,,
90437,"C1, Std Inv",10,0.14,0.02,,
90437,"C2, VI",20,13.50,1.00,,
90437,"C3, EI",30,80.00,2.00,,
90437,"C4, LI",40,120.00,1.00,,
90437,"C5, SI",50,0.05,0.04,,
90559,"(10) IEC Very Inv",20,13.50,1.00,,0.04
90559,"(11) IEC Inv",30,0.14,0.02,,0.04
90559,"(12) IEC Ext Inv",40,80.00,2.00,,0.04
90559,"(13) IEC ST Inv",50,0.05,0.04,,0.04
90559,"(14) IEC LT Inv",60,120.00,1.00,,0.04
90559,"(9) IEC Normal Inv",10,0.14,0.02,,0.04
90583,"(10) IEC Very Inv",20,13.50,1.00,,0.04
90583,"(11) IEC Inv",30,0.14,0.02,,0.04
90583,"(12) IEC Ext Inv",40,80.00,2.00,,0.04
90583,"(13) IEC ST Inv",50,0.05,0.04,,0.04
90583,"(14) IEC LT Inv",60,120.00,1.00,,0.04
90583,"(9) IEC Normal Inv",10,0.14,0.02,,0.04
91005,"IEC EI",30,80.00,2.00,,
91005,"IEC Inv",10,0.14,0.02,,
91005,"IEC SI",40,0.05,0.04,,
91005,"IEC VI",20,13.50,1.00,,
91061,"Areva Short Time Inverse",50,0.05,0.04,,
91061,"CO2",60,0.02,0.02,,
91061,"CO8",70,5.95,2.00,,
91061,"IEC Extremely Inverse",30,80.00,2.00,,
91061,"IEC Long Time Inverse",40,120.00,1.00,,
91061,"IEC Std Inverse",10,0.14,0.02,,
91061,"IEC Very Inverse",20,13.50,1.00,,
91071,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91071,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91071,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91071,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
91085,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91085,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91085,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91085,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
91113,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91113,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91113,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91113,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
91134,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91134,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91134,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91134,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
91160,"C2, Very Inverse",10,13.50,1.00,20.00,
91160,"C5, Short-Time Inv",20,0.05,0.04,30.00,
91171,"C2, Very Inverse",10,13.50,1.00,20.00,
91171,"C5, Short-Time Inv",20,0.05,0.04,30.00,
91335,"FR ST Inv",60,0.05,0.04,,
91335,"IEC Extremely Inverse",30,80.00,2.00,,
91335,"IEC Std Inverse",10,0.14,0.02,,
91335,"IEC Very Inverse",20,13.50,1.00,,
91335,"Rectifier",50,45900.00,5.60,,
91335,"Std Inv (1.3S)",70,6.07e-03,0.02,,
91335,"UK Long Time Inverse",40,120.00,1.00,,
91343,"FR ST Inv",60,0.05,0.04,,
91343,"IEC Extremely Inverse",30,80.00,2.00,,
91343,"IEC Std Inverse",10,0.14,0.02,,
91343,"IEC Very Inverse",20,13.50,1.00,,
91343,"Rectifier",50,45900.00,5.60,,
91343,"Std Inv (1.3S)",70,6.07e-03,0.02,,
91343,"UK Long Time Inverse",40,120.00,1.00,,
91777,"Extremely Inverse (EI)",20,80.00,2.00,,
91777,"Long Time Inverse (LTI)",40,120.00,1.00,,
91777,"Normally Inverse (NI)",10,0.14,0.02,,
91777,"Very Inverse (VI)",30,13.50,1.00,,
91802,"Extremely Inverse (EI)",20,80.00,2.00,,
91802,"Long Time Inverse (LTI)",40,120.00,1.00,,
91802,"Normally Inverse (NI)",10,0.14,0.02,,
91802,"Very Inverse (VI)",30,13.50,1.00,,
91896,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91896,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91896,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91896,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
91917,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
91917,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
91917,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
91917,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
